"id","name"
"210","DGVCL"
"211","DGVCL "
"212","Dhun Enterprises"
"213","Diamond Power Projects Pvt. Ltd."
"214","Dilip Buildcon Ltd."
"215","Dipal Electricals "
"216","Dipon Group"
"217","Dodsal Engineering and Construction India Pvt. Ltd. "
"218","Dominion Global "
"219","Doshion Environment Water Solutions LLP"
"220","Dresser Rand India Pvt. Ltd."
"221","East India Udyog Ltd"
"222","Eastern Coalfields Ltd."
"223","Eastern Railway"
"224","ECOR"
"225","Ecoren Energy India Pvt. Ltd."
"226","EDAC Engineering Ltd."
"227","Eldyne Group"
"228","Elecon Engineering Co. Ltd."
"229","Elecon Peripherals Ltd."
"230","Electrical Circle Ut Chandigarh"
"231","Electro Corr Damp Pvt. Ltd."
"232","Electro Products"
"233","ElectroMech Material Handling Systems India Pvt. Ltd."
"234","Electronics Corporation Of India Ltd."
"235","Electrotherm India Ltd"
"236","Elegant Enterprise"
"237","Elgin Separation Solutions"
"238","Elhard Marketing Ltd."
"239","Elite Control Systems LLP"
"240","Elite MHE Industries Pvt. Ltd."
"241","Elmatics Engineers Pvt. Ltd."
"242","Elster Instromet India Pvt. Ltd."
"243","Emerson Automation Solutions"
"244","Emerson Automation Solutions"
"245","Emerson Process Management India Pvt. Ltd."
"246","Empire Sales"
"247","Emtex Engineering Pvt. Ltd."
"248","Encorp Powertrans Pvt. Ltd."
"249","Endress Hauser India Pvt. Ltd."
"250","Engineers & Consultants"
"251","Engineers India Ltd."
"252","Enrich Energy Pvt. Ltd."
"253","Equip Resource"
"254","ESP Safety Pvt. Ltd."
"255","Essar Constructions India Ltd."
"256","Essem Associates"
"257","Esteem Projects Pvt. Ltd."
"258","Everelectric India Pvt. Ltd."
"259","Everest Electricals"
"260","EVIO Pvt. Ltd."
"261","Excel Tech Power Projects Pvt. Ltd."
"262","Excell Power Projects Pvt. Ltd."
"263","Excellent Power Infra Pvt. Ltd."
"264","Excellent Projects India Pvt. Ltd."
"265","ExcellTech Wind India Pvt. Ltd."
"266","Excelsource International Pvt. Ltd."
"267","Eximp Measurement Pvt. Ltd."
"268","F. Harley & Co. Pvt. Ltd."
"269","Fabtech Projects & Engineers Ltd"
"270","FBTS India Ltd."
"271","Filtrex S.R.L."
"272","Fives Cail-KCP Ltd."
"273","Flash point Equipments Pvt. Ltd."
"274","FlexiCam"
"275","Flotek Engineering Pvt. Ltd."
"276","Flow Engineering"
"277","Flow More Ltd."
"278","Fortune Trading Company"
"279","Frick India Ltd."
"280","Furnace Engineering Inc"
"281","Futech Projects India Pvt. Ltd."
"282","G K Controls Pvt. Ltd."
"283","G R Engineering Pvt. Ltd."
"284","Gaati Herit Pvt. Ltd."
"285","GAIL India Ltd."
"286","GAIL India Ltd. "
"287","Gaurav Electricals"
"288","Gayatri Developers"
"289","GE Renewable Energy"
"290","GE T&D India Ltd."
"291","Geetu Engineering & Constructions Pvt. Ltd."
"292","GEM GSRTC"
"293","Gem Ministry Of Power Chandigarh"
"294","Gem Rail Coach Factory Kapurthala"
"295","GEM Rajasthan Electronics And Instruments Ltd."
"296","GEM Urban Development Department "
"297","Genchi India Pvt. Ltd."
"298","Genics Electrotech Pvt. Ltd."
"299","Gensol Engineering Pvt. Ltd. "
"300","GEPDEC Infratech Ltd."
"301","GNFC Ltd."
"302","Godrej & Boyce Mfg Co Ltd."
"303","Godrej Electricals & Electronics"
"304","Golconda Corrosion Control Pvt. Ltd."
"305","Goma Engineering Pvt. Ltd."
"306","Gpi Projects Pvt. Ltd."
"307","Grand Prix Engineering Pvt. Ltd."
"308","Grand Rail India Pvt. Ltd."
"309","Green Power International Pvt. Ltd."
"310","GSECL"
"311","GSFC Ltd."
"312","Gujarat Alkalies And Chemicals Ltd."
"313","Gujarat Energy Corporation Transmission Corpn Ltd."
"314","Gujarat Fluorochemicals Ltd."
"315","Gujarat Industries Power Company Ltd."
"316","Gujarat State Petronet Ltd."
"317","Gulf Engineers & Construction"
"318","H M Electrical"
"319","H M Enterprise"
"320","Haitian Huayuan Machinery India Pvt. Ltd."
"321","Hal Offshore Ltd."
"322","Hamon Cooling Systems Pvt. Ltd."
"323","Hartek India Pvt. Ltd."
"324","Heat Trace India Pvt. Ltd."
"325","Heavy Engineering Corporation Ltd."
"326","Heavy Water Plant"
"327","HEC Infra Projects Ltd."
"328","Helio Scrat "
"329","Hem Engineers"
"330","Hemali Electricals"
"331","Herman Engineering Contractor"
"332","Heurtey Petrochem India Pvt. Ltd."
"333","Hi Point Services India Pvt. Ltd."
"334","Hi Tech Engineers"
"335","Hi Tech Transpower Pvt. Ltd."
"336","Hi Technocrats Pvt. Ltd."
"337","Hild Energy Pvt. Ltd."
"338","Himanshu Trading Corporation"
"339","Himoya Corrosion Technology Pvt. Ltd."
"340","Himson Engineering Pvt. Ltd."
"341","Hindustan Aeronautics Ltd."
"342","Hindustan Petroleum Corporation Ltd."
"343","Hindustan Shipyard Ltd."
"344","Hindustan Urvarak & Rasayan Ltd."
"345","Hitachi ABB Power Grid"
"346","Hitachi Hi-Rel Power Electronics Pvt. Ltd."
"347","Hitech Sinals & Engg"
"348","Hitek Engineering Services"
"349","HMTC Engineering Company Pvt. Ltd."
"350","Honeywell Automation India Ltd."
"351","HT NTPC Ltd. "
"352","HTG Engineering Pvt. Ltd."
"353","Hydac India Pvt. Ltd."
"354","Hydrotech Paryavaran India Pvt. Ltd."
"355","Hyosung T&D India Pvt. Ltd."
"356","Hyperion Chargers Pvt. Ltd."
"357","I Control System"
"358","ICON Controls Pvt. Ltd."
"359","Iconic Electrical Power Pvt. Ltd."
"360","IFFCO"
"361","IFFCO "
"362","IMP Powers Ltd."
"363","Imperial World Trade Pvt. Ltd."
"364","Indcon Projects & Equipment Ltd."
"365","Indian Air Force"
"366","Indian air force "
"367","Indian Army"
"368","Indian Army "
"369","Indian Navy"
"370","Indian Oil Corporation Ltd."
"371","Indian Ordnance Factories"
"372","Indian Rare Earths Ltd."
"373","Indiana Conveyors Pvt. Ltd."
"374","Indira Gandhi Centre for Atomic Research"
"375","Industrial & Trade Links"
"376","Industrial fabricators"
"377","Industrial Glass Insulation"
"378","Industro Industrial Corporation"
"379","Industry Buying"
"380","Inovonz Engineering Pvt. Ltd."
"381","Insolation Energy Pvt. Ltd.?"
"382","Institute of Plasma Research"
"383","Instracon Engineering LLP"
"384","Instrumentation and Systems"
"385","IOF"
"386","ION Exchange Pvt. Ltd."
"387","IREL India Ltd."
"388","ISGEC Heavy Engineering Ltd."
"389","ISRO Propulsion Complex"
"390","J. Kumar Infraprojects Ltd."
"391","Jagabandhu Enterprisers Pvt. Ltd."
"392","Jahhal CP Enterprise"
"393","Jakson Ltd."
"394","Jameks Engineering Pvt. Ltd."
"395","Jasatama Mandiri Semesta India Pvt. Ltd."
"396","Jasubhai Engineering Pvt. Ltd."
"397","Jawaharlal Nehru Port Trust"
"398","Jay Gauri Projects Pvt Ltd"
"399","Jayashree Electromech Pvt. Ltd."
"400","Jeshta K Traders"
"401","Jharkhand Bijli Virtran Nigam Ltd."
"402","Jindal Steel"
"403","JMC Projects India Ltd."
"404","JMD Electricals"
"405","JNK India Pvt. Ltd.?"
"406","Johnson Controls India Pvt. Ltd."
"407","JPG Engineers Pvt. Ltd"
"408","JSIW Infrastructure Pvt. Ltd.?"
"409","JSP Projects Pvt. Ltd."
"410","JSW Steel Coated Products Ltd."
"411","JSW Vallabh Tinplate Pvt. Ltd."
"412","Jyona Power"
"413","Jyoti Structures Ltd."
"414","K P Group"
"415","K S Sales Promoters"
"416","K. Ramachandra Rao Transmission & Projects Pvt. Ltd.,"
"417","Kailash Devbuild India Pvt. Ltd."
"418","Kalpataru Power Transmission Ltd."
"419","Kanohar Electricals Ltd."
"420","Kanti Bijlee Utpadan Nigam Ltd."
"421","Kanti Prashad Mittal"
"422","Kanti Prashad Mittal "
"423","KEC International Ltd."
"424","KEC International Ltd. "
"425","Ken Tank and Vessels"
"426","Kerala Automobiles Ltd."
"427","Kerala State Electricity Board Ltd."
"428","Kintech Synergy Pvt. Ltd."
"429","KIOCL Ltd."
"430","Kirloskar Pneumatic Co. Ltd."
"431","Konstelec Engineers Pvt. Ltd."
"432","Kosan SFPL Projects India Pvt. Ltd."
"433","Koso India Pvt. Ltd."
"434","KP Group"
"435","KPI Global Infrastructure Ltd."
"436","Krish Microsystems Pvt. Ltd."
"437","Krishak Bharati Co Operative Ltd."
"438","Krishna Enterprices"
"439","Krishna Refrigeration"
"440","KRYFS Power Components Ltd."
"441","Kshema Power and Infrastructure Company Pvt. Ltd."
"442","K-Tech Corporation"
"443","Kutch Chemicals Industries Ltd."
"444","L&T Constructions"
"445","L&T Electrical & Automation"
"446","L&T Hydrocarbon Engineering Ltd."
"447","L&T MHPS Boilers Pvt. Ltd."
"448","Lars Enviro Pvt. Ltd."
"449","Larsen & Toubro Ltd."
"450","Larsen & Toubro Ltd. "
"451","Laxmi Engineering Pvt. Ltd."
"452","Laxmikant Hajare"
"453","Leena Powertech Engineers Pvt. Ltd."
"454","Light up Enterprise"
"455","Likhitha Infrastructure Ltd."
"456","Linc Digital Systems Pvt. Ltd."
"457","Linxon India Pvt. Ltd"
"458","Linxon India Pvt. Ltd."
"459","Lizmontagens India"
"460","Lotus Wireless Technologies India Pvt. Ltd."
"461","Lovebrat Saxena"
"462","Luminous Electrical & Electronics Enterprises"
"463","M Kharkongor Enterprise"
"464","M P Engineering Constructions (India) Pvt. Ltd"
"465","M P Engineering Constructions India Pvt. Ltd."
"466","M Tech Engineers"
"467","M.P. Poorv Kshetra Vidyut Vitaran Co. Ltd."
"468","Maa Harsidhi Infra Devlopers Pvt. Ltd."
"469","Macmet Engineering Ltd."
"470","Madhu Electricals"
"471","Madhya Pradesh Poorv Kshetra Vidyut Vitraran Company Ltd."
"472","Madhya Pradesh Power Generation Company Ltd."
"473","Madhya Pradesh Power Transmission Company Ltd."
"474","Madras Fertiliser Ltd."
"475","Maha Active Engineers India Pvt. Ltd."
"476","MAHAGENCO"
"477","MAHAGENCO "
"478","Mahandi Coalfields Ltd."
"479","Mahendra Constructions"
"480","Mahin Reliance Electricals"
"481","Manash Group"
"482","Mangal Electricals Industries Pvt. Ltd."
"483","Mangalore Refinery & Petrochemicals Ltd."
"484","Manjeet Traders"
"485","Marc Electro Infra Pvt. Ltd."
"486","Maruti Engineering Associates"
"487","Maruti Projects"
"488","Masibus Automation And Instrumentation Pvt. Ltd."
"489","Mastek Engineering Pvt. Ltd."
"490","Material Organization"
"491","Maxima Automation Solutions Pvt. Ltd."
"492","Maxtrade Enterprises"
"493","Mayank Raval (PTFE)"
"494","Mazagon Dock Shipbuilders Ltd."
"495","MBH Power Pvt. Ltd."
"496","Mc Clelland Engineers Pvt. Ltd."
"497","Mecgale Pneumatics Pvt. Ltd."
"498","Medikonda Constructions Pvt. Ltd."
"499","Megha Engineering & infrastructure Ltd."
"500","Mehi Power Transformers"
"501","Meja Urja Nigam Pvt. Ltd."
"502","Metec West Africa"
"503","Metro Trading Co."
"504","MGVCL"
"505","Microtec Engineers & Contractors"
"506","Millenium Impex Pvt. Ltd."
"507","Millenium Real Infra Pvt. Ltd."
"508","Millennium Erectors"
"509","Milton Roy India"
"510","Ministry Of Petroleum and Natural Gas"
"511","Ministry of Railways"
"512","Miraj Instrumentation Services India Pvt. Ltd."
"513","Miral Infrastructure"
"514","Mitcorr Cathodic Protection Pvt. Ltd."
"515","Mitsubishi Electric India Pvt. Ltd."
"516","Mjunction Services Ltd."
"517","MM Constructions"
"518","Mo Consulting"
"519","MOIL Ltd."
"520","Montecarlo Ltd."
"521","Moonlight Electrical Contractors & Engineers Pvt. Ltd."
"522","Mr A S Vijay"
"523","MSETCL "
"524","Mukund Engineers Ltd."
"525","Mynor Enterprises Pvt Ltd"
"526","N F Railway"
"527","N K Electricals"
"528","N K Industrial Services"
"529","N N Patel Engineering Pvt. Ltd."
"530","Nabinagar Power Generating Company Ltd."
"531","Nandlal and Brothers"
"532","Nasim Ahsan Construction Pvt Ltd"
"533","National Aluminium Company Ltd."
"534","National Contracting Co Ltd."
"535","National Fertilizers Ltd."
"536","Naveen Construction"
"537","Nayara Energy Ltd."
"538","NCC Ltd."
"539","Neccon Power Infra Ltd."
"540","NESCO"
"541","Nest Group"
"542","Neuman & Esser Engineering India Pvt. Ltd."
"543","New Delhi Municipal Council, Ndmc"
"544","New Northeast Electric India Pvt. Ltd."
"545","NewAge? Fire Fighting Co. Ltd."
"546","Nexa Control System"
"547","NHPC Ltd."
"548","Nidhi International "
"549","Nirmal Industrial Controls Pvt. Ltd."
"550","NLC India Ltd."
"551","NMDC Ltd."
"552","North Central Railway"
"553","North East Engineering & Construction"
"554","North East Frontier Railway"
"555","North Eastern Electric Power Corporation Ltd."
"556","North Eastern Railway"
"557","North Western Railway"
"558","Northern Coalfields Ltd."
"559","Northern Railway"
"560","Novatech Projects India Pvt. Ltd."
"561","NPCIL "
"562","NRP Projects Pvt. Ltd."
"563","NTPC Ltd."
"564","NTPC Ltd. "
"565","Nuberg Engineering Ltd."
"566","Nuclear Power Corporation Of India Ltd."
"567","Numaligarh Refinery Ltd."
"568","Nvent"
"569","Odisha Hydro Power Corporation Ltd."
"570","ODUM Energy FZE"
"571","Offshore Infrastructure Ltd."
"572","OGN Enterprise and Marketing Solutions"
"573","Ogsp Cutter Process Solutions India Pvt. Ltd."
"574","OGSP Cutter Process Solutions India Pvt. Ltd. "
"575","Oil India Ltd."
"576","Om Power Transmission Pvt. Ltd."
"577","ONGC Ltd."
"578","ONGC Mangalore Petrochemicals Ltd."
"579","ONGC Petro Additions Ltd."
"580","Onix Group"
"581","Optech Engineering Pvt. Ltd."
"582","Oriental EPC Pvt. Ltd."
"583","Oswal Infrastructure Ltd."
"584","Outlook Designheed Consultants Pvt. Ltd."
"585","P S Construction Pvt. Ltd."
"586","P.Chandrareddey & Co."
"587","Paharpur Cooling Tower Ltd."
"588","Pankvin Industries "
"589","Paramount Ltd."
"590","Pargan Skan Project Consultants"
"591","Parth Electricals & Engineering Pvt. Ltd.?"
"592","Parth Engineering and Projects Corporation"
"593","PAS Deutschland GmbH"
"594","PDIL"
"595","Perfect Febritech"
"596","Petrocil Engineers and Consultants Pvt. Ltd."
"597","Petrofac Engineering India Pvt. Ltd."
"598","Petrofac International LLC"
"599","PGVCL"
"600","Picasona Enterprises"
"601","Plant Tech Industrial Services Ltd."
"602","Plasto Texmo Sales Corporation "
"603","Pollen Technology"
"604","Pooja Enterprises"
"605","Popular Systems"
"606","Power Engineering Associates"
"607","Power Grid Corporation Of India Ltd."
"608","Power Max India Pvt. Ltd."
"609","Power Mech Projects Pvt. Ltd."
"610","PowereD EPC Services Ltd."
"611","Powerica Ltd."
"612","Powersol Infra Services Pvt. Ltd."
"613","Powertech Constructions Pvt. Ltd."
"614","Pratibha Engineering Services"
"615","Prime Engineers"
"616","Prime Meiden Ltd."
"617","Proca Engineering Solutions LLP"
"618","Proca Process Control and Automation"
"619","Prodair Air Products India Pvt. Ltd. ?"
"620","Projects and Development India Ltd."
"621","Proline Systems"
"622","Punjab Communications Ltd."
"623","Purita Water Solutions Pvt. Ltd."
"624","Pyramid E&C"
"625","Pyro Electric Instruments Goa Pvt. Ltd."
"626","R K Industries Ltd."
"627","R S Infraprojects Pvt. Ltd."
"628","Railsys Engineers Pvt. Ltd."
"629","Raipur Energen Ltd."
"630","Raj Construction"
"631","Raj Construction "
"632","Rajasthan Electronics & Instruments Ltd."
"633","Rajdhani Groups"
"634","Rajen Electrical"
"635","Rajesh Kejeriwal"
"636","Rama Technology"
"637","Rambaran Singh Apex Pvt. Ltd."
"638","Ranjit Buildcon Ltd."
"639","Rao Brothers"
"640","Rashmi Electricals"
"641","Rashtriya Chemicals & Fertilizers Ltd."
"642","Rashtriya Ispat Nigam Ltd."
"643","Rekha Electricals"
"644","Reliance Elektrik Works"
"645","Reliance Industries Ltd."
"646","Respo Safety Solutions Pvt. Ltd."
"647","Reynold Automation"
"648","Reynold Automation "
"649","RITES Ltd."
"650","RM Cutter Process Solutions India Pvt. Ltd."
"651","Rochem Separation?Systems India?Pvt. Ltd. "
"652","RS Group"
"653","Rumy Consultancy Services"
"654","S K Corporation"
"655","S Mark Engineering Ltd."
"656","S R Trading Company"
"657","S S Electronics"
"658","S S Enterprise"
"659","S.E.I.D. S.r.l"
"660","Sa Force Agency"
"661","Safe Enterprise"
"662","Safe-Tronics Automation Pvt. Ltd."
"663","Safety Controls & Devices Pvt. Ltd."
"664","Saffrongrid Ltd."
"665","Sai Sathiya Engineering Works,"
"666","Sai Tools Pvt. Ltd."
"667","Salasar Techno Engineering Ltd."
"668","Sap Enprocon Pvt. Ltd."
"669","Sark EPC Projects Pvt. Ltd."
"670","Sarthak Energy Tech"
"671","Satellite Cables"
"672","Satyam Khamar"
"673","Sauber Environmental Solutions Pvt. Ltd."
"674","Savair Energy Ltd."
"675","Schlumberger Asia Services Ltd."
"676","Schneider Electric Systems India Pvt. Ltd."
"677","SD Infra & MEP Services Pvt. Ltd."
"678","Sensai Rockwell Automation"
"679","Shah Bhogilal Jethalal & Bros."
"680","Shakti Enterprise"
"681","Shakti Rana Traders"
"682","Shapoorji Pallonji & Co Pvt. Ltd."
"683","Shashikant Gandhi"
"684","Shiralee Electricals"
"685","Shivakriti International Ltd."
"686","SHM Group"
"687","Shraddha Utilities Pvt. Ltd."
"688","Shree Gopal Electric Co"
"689","Shree Samarth Group"
"690","Shree Tech Electricals"
"691","Shree Vallabh Eletricals "
"692","Shreem Electric Ltd."
"693","Shri Padmavati Cables"
"694","Shri Rang Enterprise"
"695","Shri Shyam Power Solution"
"696","Shridhan International Pvt. Ltd."
"697","Shrikrupa Electricals"
"698","Sia Engg Projects India Pvt. Ltd."
"699","Siddhartha Engineering Ltd."
"700","Siemens Ltd."
"701","SJVN Ltd."
"702","SM Corrosion Services"
"703","SMEC Automation Pvt. Ltd."
"704","SMS India Pvt. Ltd."
"705","Sneha LPG Gas Bottling Plant"
"706","Solid Material Conveying Systems"
"707","Sonepar India Pvt. Ltd"
"708","Sonepar India Pvt. Ltd."
"709","Sopan O&M Co Pvt. Ltd."
"710","South Central Railway"
"711","South East Central Railway"
"712","South Eastern Coalfields Ltd."
"713","South Eastern Railway"
"714","South Western Railway"
"715","Southern Railway"
"716","Special Steel Components Corpn"
"717","Spectron Engineers Private Limited"
"718","Spectron Engineers Pvt. Ltd."
"719","SPM Instrument India Pvt. Ltd."
"720","SPML Infra Ltd."
"721","Spur Infrastructure Pvt. Ltd."
"722","SR Chaddha Industries Ltd. "
"723","SR Enterprise"
"724","Sree Balaji Power System"
"725","Sri Padmavati Cables"
"726","SRV Techno Engineering Pvt. Ltd."
"727","SSM Infotech Solutions Pvt. Ltd."
"728","SSPM Systems & Engineers"
"729","SSPS Electricals Private Limited"
"730","Steel Authority Of India Ltd."
"731","Stelmec Ltd."
"732","Sterling & Wilson Pvt. Ltd."
"733","STR Infrastructures Pvt. Ltd."
"734","Sukrit Industries"
"735","Suneel Hi Tech"
"736","Sunvisor Engineers Pvt. Ltd."
"737","Supinco Automation Pvt. Ltd."
"738","Suraj Electrical & Engineering Work"
"739","Surya Roshni Ltd."
"740","Svarn"
"741","Switchgears & Structurals India Pvt. Ltd."
"742","T.G.M MARKETING"
"743","Tamilnadu Generation and Distribution Corporation Ltd."
"744","Tamilnadu Newsprint and Papers Ltd."
"745","Taprogge Inditech Pvt. Ltd."
"746","TAS Ind"
"747","Tata Power Company Ltd."
"748","Tata Power Delhi Distribution Ltd."
"749","Tata Power Ltd."
"750","TATA Power Solar Systems Ltd."
"751","Tata Projects Ltd."
"752","Taxmaco Rail India Ltd."
"753","TBEA Energy India Pvt. Ltd."
"754","Techfit Engineering Pvt. Ltd."
"755","Techint India Pvt. Ltd"
"756","Technip Energies"
